user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Unknown_BY606-001R0016_bin.69	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.57	11	0.85685	N/A
Unknown_BY606-001R0016_bin.7	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	GCA_019118745.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio gallistercoris	94.22	0.78	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_944324525.1, s__Desulfovibrio sp944324525, 95.0, 90.76, 0.659; GCF_944327235.1, s__Desulfovibrio sp944327235, 95.0, 90.06, 0.611; GCF_944324935.1, s__Desulfovibrio sp944324935, 95.0, 88.97, 0.581; GCA_944327045.1, s__Desulfovibrio sp944327045, 95.0, 88.37, 0.525; GCA_019118345.1, s__Desulfovibrio intestinavium, 95.0, 84.42, 0.341	82.13	11	0.99436	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0017_bin.22	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum	GCF_900167005.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus pullicaecorum	96.04	0.932	GCA_959018045.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__Butyricicoccus sp959018045	94.66	0.722	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus;s__	taxonomic classification defined by topology and ANI	N/A	GCA_019119435.1, s__Butyricicoccus avicola, 95.0, 82.52, 0.171	71.96	11	N/A	N/A
Unknown_BY606-001R0017_bin.23	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp900547275	GCA_900547275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp900547275	97.43	0.913	GCA_900547275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__CAG-217 sp900547275	97.43	0.913	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-217;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.94	11	N/A	N/A
Unknown_BY606-001R0017_bin.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900544305	GCA_900544305.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900544305	96.57	0.828	GCA_900544305.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900544305	96.57	0.828	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900548875.1, s__Limisoma sp900548875, 95.0, 89.0, 0.629	85.26	11	N/A	N/A
Unknown_BY606-001R0017_bin.29	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_G;s__Treponema_G sp944389415	GCA_944389415.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_G;s__Treponema_G sp944389415	98.42	0.921	GCA_944389415.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_G;s__Treponema_G sp944389415	98.42	0.921	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_G;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	82.44	11	N/A	N/A
Unknown_BY606-001R0017_bin.33	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans	GCF_900142265.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum lactatifermentans	96.74	0.861	GCF_905212195.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp905212195	94.94	0.865	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__	taxonomic classification defined by topology and ANI	N/A	GCA_958420075.1, s__Anaerotignum sp958420075, 95.0, 93.59, 0.797; GCA_001304995.1, s__Anaerotignum sp001304995, 95.0, 92.49, 0.775; GCA_022786605.1, s__Anaerotignum sp022786605, 95.0, 90.93, 0.752; GCA_902477755.1, s__Anaerotignum sp902477755, 95.0, 90.88, 0.72	80.97	11	N/A	N/A
Unknown_BY606-001R0017_bin.36	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Avelusimicrobium;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_002159705.1, s__Avelusimicrobium sp002159705, 95.0, 84.7, 0.504; GCA_949294095.1, s__Avelusimicrobium sp949294095, 95.0, 84.58, 0.506; GCA_944324635.1, s__Avelusimicrobium sp944324635, 95.0, 83.58, 0.405; GCA_944325235.1, s__Avelusimicrobium sp944325235, 95.0, 82.89, 0.266; GCA_949297775.1, s__Avelusimicrobium sp949297775, 95.0, 82.57, 0.292; GCA_944326765.1, s__Avelusimicrobium sp944326765, 95.0, 82.46, 0.341; GCA_949291545.1, s__Avelusimicrobium sp949291545, 95.0, 82.38, 0.313; GCA_949294085.1, s__Avelusimicrobium sp949294085, 95.0, 82.35, 0.33; GCA_944325225.1, s__Avelusimicrobium sp944325225, 95.0, 82.19, 0.313; GCA_944322825.1, s__Avelusimicrobium sp944322825, 95.0, 82.16, 0.292; GCA_944324965.1, s__Avelusimicrobium sp944324965, 95.0, 82.14, 0.321; GCA_944325055.1, s__Avelusimicrobium sp944325055, 95.0, 81.51, 0.266; GCA_002329395.1, s__Avelusimicrobium sp002329395, 95.0, 81.12, 0.211	87.81	11	0.98192	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0017_bin.4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	GCF_000157915.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	98.73	0.899	GCF_000157915.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	98.73	0.899	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	64.87	11	N/A	N/A
Unknown_BY606-001R0017_bin.41	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Avibacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_944320965.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Avibacteroides;s__Avibacteroides sp944320965	93.34	0.775	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Avibacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	90.69	11	0.99401	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Unknown_BY606-001R0017_bin.45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.7	11	0.95842	N/A
Unknown_BY606-001R0017_bin.48	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	GCA_022767745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	97.92	0.968	GCA_022767745.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp022767745	97.92	0.968	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_949283205.1, s__Alistipes sp949283205, 95.0, 87.25, 0.577; GCA_949296635.1, s__Alistipes sp949296635, 95.0, 86.63, 0.538; GCA_019120095.1, s__Alistipes merdipullorum, 95.0, 86.4, 0.457; GCA_944320685.1, s__Alistipes sp944320685, 95.0, 86.06, 0.569	81.43	11	N/A	N/A
Unknown_BY606-001R0017_bin.5	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Ornithoclostridium;s__Ornithoclostridium sp944380275	GCA_944380275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Ornithoclostridium;s__Ornithoclostridium sp944380275	98.77	0.897	GCA_944380275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Ornithoclostridium;s__Ornithoclostridium sp944380275	98.77	0.897	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA3700;g__Ornithoclostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944383895.1, s__Ornithoclostridium sp944383895, 95.0, 80.39, 0.182; GCA_944381325.1, s__Ornithoclostridium sp944381325, 95.0, 80.25, 0.172	79.03	11	N/A	N/A
Unknown_BY606-001R0017_bin.52	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus faecium	GCA_018713215.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus faecium	95.61	0.808	GCA_018713215.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus faecium	95.61	0.808	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902461475.1, s__Enterenecus sp902461475, 95.0, 94.88, 0.696; GCA_944385445.1, s__Enterenecus sp944385445, 95.0, 93.05, 0.743; GCA_018715985.1, s__Enterenecus avicola, 95.0, 87.52, 0.497; GCA_944385485.1, s__Enterenecus sp944385485, 95.0, 87.22, 0.488; GCF_002161235.1, s__Enterenecus sp002161235, 95.0, 86.92, 0.491; GCF_016902575.1, s__Enterenecus capillosus_A, 95.0, 86.36, 0.449; GCA_944387075.1, s__Enterenecus sp944387075, 95.0, 84.59, 0.375	74.76	11	N/A	N/A
Unknown_BY606-001R0017_bin.53	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.96	11	0.85661	N/A
Unknown_BY606-001R0017_bin.57	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp000177015	GCF_008727735.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp000177015	97.28	0.909	GCF_008727735.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp000177015	97.28	0.909	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_030372275.1, s__Lawsonibacter sp900766145, 95.0, 90.68, 0.731; GCA_944385665.1, s__Lawsonibacter sp944385665, 95.0, 88.15, 0.608; GCA_902497145.1, s__Lawsonibacter sp902497145, 95.0, 87.94, 0.579; GCA_900553135.1, s__Lawsonibacter sp900553135, 95.0, 85.0, 0.281	87.13	11	N/A	N/A
Unknown_BY606-001R0017_bin.6	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160895	GCF_002160895.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160895	98.6	0.964	GCF_002160895.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp002160895	98.6	0.964	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_944385995.1, s__Faecalibacterium sp944385995, 95.0, 89.84, 0.648; GCA_944386015.1, s__Faecalibacterium sp944386015, 95.0, 88.94, 0.56; GCA_904394215.1, s__Faecalibacterium sp904394215, 95.0, 88.64, 0.548; GCA_019116585.1, s__Faecalibacterium gallistercoris, 95.0, 87.5, 0.463; GCA_019119685.1, s__Faecalibacterium faecigallinarum, 95.0, 87.35, 0.414; GCA_019113345.1, s__Faecalibacterium intestinigallinarum, 95.0, 86.83, 0.396; GCA_019112805.1, s__Faecalibacterium avium, 95.0, 86.27, 0.392; GCA_019118985.1, s__Faecalibacterium faecipullorum, 95.0, 85.5, 0.289; GCA_944387975.1, s__Faecalibacterium sp944387975, 95.0, 84.74, 0.275; GCF_022180365.1, s__Faecalibacterium gallinarum, 95.0, 84.34, 0.221; GCA_018883885.1, s__Faecalibacterium intestinavium, 95.0, 83.21, 0.159	81.05	11	N/A	N/A
Unknown_BY606-001R0018_bin.12	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	92.14	11	0.93685	N/A
Unknown_BY606-001R0018_bin.16	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	GCA_019115075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	96.99	0.847	GCA_019115075.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes avistercoris	96.99	0.847	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019119615.1, s__Alistipes stercoravium, 95.0, 84.89, 0.367; GCA_019115605.1, s__Alistipes faecigallinarum, 95.0, 84.36, 0.335; GCF_949296715.1, s__Alistipes sp949296715, 95.0, 83.53, 0.282; GCF_022782405.1, s__Alistipes sp022782405, 95.0, 83.52, 0.325; GCF_006542685.1, s__Alistipes dispar, 95.0, 83.31, 0.291; GCA_019119845.1, s__Alistipes merdavium, 95.0, 83.13, 0.255; GCA_938014215.1, s__Alistipes sp938014215, 95.0, 82.95, 0.247; GCA_944321945.1, s__Alistipes sp944321945, 95.0, 82.57, 0.202; GCF_900604385.1, s__Alistipes megaguti, 95.0, 82.55, 0.229; GCA_019115245.1, s__Alistipes cottocaccae, 95.0, 82.12, 0.201; GCA_944320625.1, s__Alistipes sp944320625, 95.0, 82.08, 0.159; GCA_019118605.1, s__Alistipes faecavium, 95.0, 82.02, 0.238; GCA_944321185.1, s__Alistipes sp944321185, 95.0, 81.96, 0.209; GCF_900541585.1, s__Alistipes sp900541585, 95.0, 81.54, 0.177; GCA_019115745.1, s__Alistipes intestinigallinarum, 95.0, 81.52, 0.193; GCA_019112825.1, s__Alistipes excrementigallinarum, 95.0, 81.49, 0.177; GCA_944321765.1, s__Alistipes sp944321765, 95.0, 81.47, 0.213; GCF_900083545.1, s__Alistipes provencensis, 95.0, 81.47, 0.176; GCF_025145845.1, s__Alistipes shahii, 95.0, 81.44, 0.179; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 81.39, 0.178; GCA_019119475.1, s__Alistipes stercorigallinarum, 95.0, 81.39, 0.173; GCA_947364365.1, s__Alistipes sp947364365, 95.0, 81.35, 0.176; GCF_900107675.1, s__Alistipes timonensis, 95.0, 81.33, 0.175; GCA_019113885.1, s__Alistipes intestinipullorum, 95.0, 81.26, 0.155; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 81.22, 0.157; GCA_910576555.1, s__Alistipes sp910576555, 95.0, 81.14, 0.156; GCA_944321755.1, s__Alistipes sp944321755, 95.0, 81.12, 0.152; GCF_020026455.1, s__Alistipes sp020026455, 95.0, 81.06, 0.158; GCA_902362705.1, s__Alistipes sp002358415, 95.0, 81.03, 0.177; GCA_944321965.1, s__Alistipes sp944321965, 95.0, 80.99, 0.165; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 80.96, 0.188; GCF_025145285.1, s__Alistipes onderdonkii, 95.0, 80.52, 0.169	95.59	11	N/A	N/A
Unknown_BY606-001R0018_bin.17	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__CALXNP01;s__CALXNP01 sp944389785	GCA_944389785.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__CALXNP01;s__CALXNP01 sp944389785	98.7	0.896	GCA_944389785.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__CALXNP01;s__CALXNP01 sp944389785	98.7	0.896	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.65	11	N/A	N/A
Unknown_BY606-001R0018_bin.2	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900544305	GCA_900544305.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900544305	96.37	0.819	GCA_900544305.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900544305	96.37	0.819	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900548875.1, s__Limisoma sp900548875, 95.0, 88.92, 0.63	97.52	11	N/A	N/A
Unknown_BY606-001R0018_bin.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__CALUMT01;s__CALUMT01 sp944321845	GCA_944321845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__CALUMT01;s__CALUMT01 sp944321845	97.11	0.788	GCA_944321845.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__CALUMT01;s__CALUMT01 sp944321845	97.11	0.788	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__CALUMT01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	78.57	11	N/A	N/A
Unknown_BY606-001R0018_bin.26	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira pilosicoli	GCF_000325665.1	95.0	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira pilosicoli	98.72	0.939	GCF_000325665.1	95.0	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira pilosicoli	98.72	0.939	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_019402445.1, s__Brachyspira pilosicoli_B, 95.0, 94.7, 0.832; GCF_008016535.1, s__Brachyspira pilosicoli_A, 95.0, 91.56, 0.712; GCF_934747485.1, s__Brachyspira sp934747485, 95.0, 91.27, 0.76; GCF_009755885.1, s__Brachyspira sp009755885, 95.0, 91.11, 0.812; GCA_934725655.1, s__Brachyspira sp934725655, 95.0, 90.31, 0.557; GCF_000223215.1, s__Brachyspira intermedia, 95.0, 81.9, 0.151	93.86	11	N/A	N/A
Unknown_BY606-001R0018_bin.3	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	N/A	N/A	N/A	N/A	N/A	GCA_019118745.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio gallistercoris	94.09	0.763	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCF_944324525.1, s__Desulfovibrio sp944324525, 95.0, 90.59, 0.64; GCF_944327235.1, s__Desulfovibrio sp944327235, 95.0, 89.72, 0.576; GCF_944324935.1, s__Desulfovibrio sp944324935, 95.0, 89.06, 0.536; GCA_944327045.1, s__Desulfovibrio sp944327045, 95.0, 87.71, 0.486; GCA_019118345.1, s__Desulfovibrio intestinavium, 95.0, 84.52, 0.303	73.96	11	0.99517	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
